survey,id,regions_of_interest,topics_of_interest,special_stories,formats_used,open_text_media,formats_preferred,residence_town,place_of_birth,small_age_band,person_type,web_device,web_at_home,registered_voter,big_age_band,language,latino,gender,tv_video_language,radio_audio_language,print_language,trust_national_news,trust_local_news,trust_social_media_news,trust_news_from_social_circle,trust_sources_of_news_about_my_community,local_news_covers_issues_important_to_me,local_news_reflects_my_beliefs_values
Spanish,2022/11/04 10:44:40 AM EST,Internacional,"Deportes;Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales",Temas sobre adolescentes;Temas acerca de jóvenes,TV,Univision,TV,Meriden,PUERTO RICO,40-49,None of these,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,A lot,Some,Some,Agree,Agree,Agree
Spanish,2022/11/04 10:46:22 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional,Educación;Salud;Eventos locales,Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes,TV,Telemundo,TV,Wallingford,MEXICO,30-39,Parent,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Some,Not at all,Not at all,Agree,Neutral,Disagree
Spanish,2022/11/04 2:21:31 PM EST,Internacional,Tecnología;Viajes y hospitalidad;Comida,Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,TV,Telemundo,TV,Wallingford,PUERTO RICO,30-39,Parent,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,A lot,Some,Some,Agree,Agree,Agree
Spanish,2022/11/04 3:03:06 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Políticas;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Diversidad y justicia social",Temas acerca de participacion comunitaria,TV,NBC CNN Fox,TV,All others,PUERTO RICO,40-49,Parent,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,A lot,Some,Not at all,Neutral,Neutral,Neutral
Spanish,2022/11/04 3:05:13 PM EST,Local;Estatal;Nacional;Internacional,Deportes;Políticas;Educación;Salud;Asuntos ambientales y cambio de climático,Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes,TV,CNN en español,TV,Hartford,PUERTO RICO,50-59,Parent,Yes,Yes,No,age50_99,Spanish,Yes,Man,Spanish,I don't use this format,Spanish,A lot,A lot,A lot,Some,Disagree,Disagree,Disagree
Spanish,2022/11/04 3:07:46 PM EST,Nacional;Internacional,"Música, arte y cultura;Educación;Salud;Eventos locales;Diversidad y justicia social",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de jóvenes,Social media,Twitter Facebook Instagram YouTube TikTok,Social media,Meriden,OTHER,30-39,Parent,Yes,Yes,Not sure,age30_49,Both English and Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,NA,A lot,Not at all,Neutral,Neutral,Neutral
Spanish,2022/11/04 3:10:27 PM EST,Local;Nacional;Internacional,Eventos locales;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Tecnología;Viajes y hospitalidad;Comida,Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,Social media,Facebook Twitter YouTube,Social media,Wallingford,MEXICO,30-39,None of these,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Man,Both English and Spanish,I don't use this format,Both English and Spanish,Some,Some,A lot,Some,Agree,Agree,Disagree
Spanish,2022/11/04 3:13:39 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Políticas;Educación;Salud;Finanzas y educación financiera;Diversidad y justicia social,Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Newspapers,"Hartford Courant, La Voz Hispana",Newspapers,New Haven,DOMINICAN REPUBLIC,60-69,None of these,Yes,Yes,Yes,age50_99,Both English and Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,A lot,Not at all,Not at all,Disagree,Disagree,Disagree
Spanish,2022/11/04 3:21:24 PM EST,Nacional;Internacional,"Políticas;Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes,TV,Telemundo Univisión,TV,Meriden,OTHER,40-49,None of these,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,Not at all,Not at all,Some,Disagree,Disagree,Disagree
Spanish,2022/11/04 3:51:55 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Educación;Salud;Eventos locales,Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Social media,Telemundo,TV,Meriden,ECUADOR,40-49,Business owner,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Some,Not at all,Not at all,Neutral,Neutral,Disagree
Spanish,2022/11/05 9:19:31 AM EST,Local,Negocios locales,Temas acerca de familias con niños,NA,Telemundo,NA,All others,OTHER,NA,Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spanish,2022/11/05 9:21:40 AM EST,Estatal,"Deportes;Música, arte y cultura;Educación;Salud;Eventos locales;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de participacion comunitaria,Radio,Telemundo,Newspapers,Waterbury,OTHER,30-39,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Spanish,Spanish,NA,A lot,A lot,Some,NA,Agree,Agree,Agree
Spanish,2022/11/05 9:42:39 AM EST,Local,"Deportes;Políticas;Música, arte y cultura;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria",Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes,Social media,NA,TV,Wallingford,ECUADOR,18-29,Parent,No,Yes,No,NA,Spanish,Yes,Man,Both English and Spanish,NA,NA,A lot,Some,A lot,Some,Agree,Neutral,Neutral
Spanish,2022/11/05 9:44:08 AM EST,Nacional,"Deportes;Música, arte y cultura;Negocios locales;Educación;Salud;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Tecnología;Viajes y hospitalidad;Comida",Temas sobre adolescentes;Ninguno de estos,Social media,NA,Text message,Wallingford,ECUADOR,18-29,None of these,No,No,Prefer not to say,NA,Spanish,Opt out,Woman,Spanish,English,NA,Some,Some,A lot,Some,Neutral,Neutral,Neutral
Spanish,2022/11/05 9:55:05 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Deportes;Políticas;Música, arte y cultura;Educación;Salud",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,TV,NA,TV,Wallingford,MEXICO,40-49,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Spanish,NA,NA,Some,Some,Some,NA,Neutral,Agree,Agree
Spanish,2022/11/05 10:09:36 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Deportes;Música, arte y cultura;Educación;Salud;Diversidad y justicia social;Tecnología;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Por familiares y amigos,Unívision,Social media,Wallingford,MEXICO,50-59,Parent,Yes,Yes,No,age50_99,Spanish,Yes,Woman,Spanish,I don't use this format,Spanish,Some,Some,Not at all,A lot,Agree,Neutral,Disagree
Spanish,2022/11/05 10:14:48 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Políticas;Música, arte y cultura;Educación;Salud;Eventos locales;Tecnología;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de jóvenes,Social media,NA,Text message,Wallingford,MEXICO,18-29,Student,Yes,Yes,No,NA,Both English and Spanish,Yes,Woman,Spanish,English,NA,Some,A lot,Some,Some,Neutral,Neutral,Neutral
Spanish,2022/11/05 10:18:26 AM EST,Local;Estatal;Nacional;Internacional,"Deportes;Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Diversidad y justicia social;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de propietarios de pequeñas empresas,Email/newsletter,Facebook telemundo univision,News apps/news websites,New Haven,MEXICO,40-49,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Man,Spanish,Spanish,NA,Some,NA,A lot,NA,Neutral,Neutral,Neutral
Spanish,2022/11/05 10:33:28 AM EST,Estatal,Educación;Tecnología,Temas acerca de familias con niños,TV,NA,TV,New Haven,OTHER,40-49,None of these,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Man,English,NA,NA,A lot,NA,NA,NA,NA,Agree,NA
Spanish,2022/11/05 10:38:59 AM EST,Nacional,Deportes;Políticas;Negocios locales;Educación;Salud,Temas acerca de propietarios de pequeñas empresas,Social media,Cnn,Newspapers,New Haven,OTHER,50-59,None of these,Yes,Yes,No,age50_99,Spanish,Yes,Man,NA,NA,Spanish,Some,NA,NA,NA,Neutral,Neutral,Neutral
Spanish,2022/11/05 10:39:54 AM EST,Local;Estatal,Deportes;Educación;Salud;Eventos locales,Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de participacion comunitaria,Email/newsletter,CNN npr patch,Text message,Wallingford,MEXICO,50-59,None of these,Yes,Yes,Yes,age50_99,Spanish,NA,Man,Both English and Spanish,NA,NA,A lot,A lot,Some,Some,Neutral,Neutral,Neutral
Spanish,2022/11/05 11:11:02 AM EST,Local;Estatal;Nacional;Internacional,Negocios locales;Educación;Eventos locales;Diversidad y justicia social;Asuntos ambientales y cambio de climático,Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas,Social media,La voz,Radio,New Haven,OTHER,18-29,Parent,Yes,Yes,No,NA,Spanish,Yes,Woman,Spanish,Spanish,NA,A lot,Some,Some,Some,Agree,Neutral,Neutral
Spanish,2022/11/05 11:11:34 AM EST,Nacional,Salud;Viajes y hospitalidad,Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes,TV,NA,Text message,New Haven,OTHER,18-29,Parent,No,No,No,NA,Spanish,Yes,Woman,Spanish,NA,NA,A lot,A lot,Some,Some,Agree,Agree,Agree
Spanish,2022/11/05 11:30:18 AM EST,Internacional,Educación;Salud;Comida,Temas sobre adolescentes;Temas acerca de jóvenes,Social media,Univision,Text message,All others,MEXICO,30-39,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Both English and Spanish,NA,NA,A lot,Some,Some,Some,Agree,Neutral,Neutral
Spanish,2022/11/05 11:42:33 AM EST,Regional/Nueva Inglaterra/NYC Metro,"Deportes;Música, arte y cultura;Negocios locales;Educación;Salud;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes,TV,NA,TV,Hartford,MEXICO,30-39,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Man,Spanish,NA,NA,Some,NA,NA,NA,Neutral,NA,NA
Spanish,2022/11/05 11:55:03 AM EST,Local,Educación;Salud;Bienes raíces y propietario de vivienda;Viajes y hospitalidad,Temas acerca de familias con niños,Text message,NA,Text message,New Haven,MEXICO,40-49,Parent,NA,Yes,Not sure,age30_49,Spanish,Yes,Woman,Spanish,NA,NA,Some,NA,NA,NA,Neutral,NA,NA
Spanish,2022/11/05 12:01:47 PM EST,Nacional,"Deportes;Negocios locales;Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Viajes y hospitalidad",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Ninguno de estos,Newspapers,NA,Newspapers,Hartford,MEXICO,40-49,Parent,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Woman,Spanish,NA,NA,NA,A lot,NA,NA,Neutral,Agree,Agree
Spanish,2022/11/05 12:06:39 PM EST,Internacional,"Educación;Salud;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda",Temas acerca de participacion comunitaria,Newspapers,NA,Newspapers,Hartford,MEXICO,40-49,Parent,Yes,Yes,No,age30_49,Both English and Spanish,Yes,Woman,Spanish,NA,NA,A lot,A lot,Some,A lot,Agree,Agree,Agree
Spanish,2022/11/05 12:19:27 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Educación;Salud;Eventos locales;Tecnología;Viajes y hospitalidad;Comida,Temas sobre adolescentes;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes,TV,Telemundo,TV,Meriden,PUERTO RICO,30-39,Parent,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,A lot,A lot,Some,Agree,Agree,Agree
Spanish,2022/11/05 9:28:10 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Tecnología;Viajes y hospitalidad;Comida,Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de participacion comunitaria,TV,Telemundo,TV,Meriden,ECUADOR,30-39,None of these,Yes,Yes,Prefer not to say,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,Some,Not at all,Not at all,Agree,Agree,Neutral
Spanish,2022/11/05 9:30:12 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes;Negocios locales;Educación;Salud;Eventos locales;Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Oportunidades de participación comunitaria;Tecnología,Temas acerca de participacion comunitaria,TV,Univision,TV,Meriden,PUERTO RICO,18-29,Student,Yes,Yes,Yes,NA,Both English and Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,A lot,Some,Some,Agree,Agree,Agree
Spanish,2022/11/05 9:31:43 PM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,Deportes;Políticas;Tecnología;Viajes y hospitalidad;Comida,Ninguno de estos,Social media,Facebook,Social media,Meriden,PUERTO RICO,40-49,None of these,Yes,Yes,Yes,age30_49,Spanish,Yes,Man,Spanish,Spanish,Spanish,Some,Some,Not at all,Not at all,Agree,Neutral,Neutral
Spanish,2022/11/06 9:48:58 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,TV,Telemundo,Social media,Hartford,OTHER,40-49,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Spanish,Spanish,Spanish,Some,Some,Some,Some,Neutral,Agree,Agree
Spanish,2022/11/06 9:59:29 AM EST,Regional/Nueva Inglaterra/NYC Metro,Educación;Bienes raíces y propietario de vivienda,Temas acerca de familias con niños,TV,NA,TV,New Haven,MEXICO,30-39,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Woman,Spanish,NA,NA,Some,NA,NA,NA,Agree,NA,NA
Spanish,2022/11/06 10:20:58 AM EST,Estatal,"Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Eventos locales;Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro);Finanzas y educación financiera;Bienes raíces y propietario de vivienda;Diversidad y justicia social;Tecnología;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,News apps/news websites,CNN en español Facebook,Social media,New Haven,MEXICO,40-49,Parent,Yes,Yes,Prefer not to say,age30_49,Both English and Spanish,Yes,Man,Both English and Spanish,Spanish,Spanish,A lot,A lot,Some,NA,Neutral,Disagree,Neutral
Spanish,2022/11/06 10:47:56 AM EST,Local,Deportes;Tecnología,Temas sobre adolescentes,Radio,NA,News apps/news websites,New Haven,OTHER,18-29,None of these,Yes,Yes,Yes,NA,English,Yes,Woman,English,English,English,A lot,A lot,A lot,A lot,Agree,Agree,Agree
Spanish,2022/11/06 11:14:41 AM EST,Local;Estatal;Regional/Nueva Inglaterra/NYC Metro;Nacional;Internacional,"Deportes;Políticas;Música, arte y cultura;Negocios locales;Educación;Salud;Diversidad y justicia social;Asuntos ambientales y cambio de climático;Tecnología;Viajes y hospitalidad;Comida",Temas acerca de familias con niños;Temas sobre adolescentes;Temas acerca de las personas de la tercera edad;Temas acerca de propietarios de pequeñas empresas;Temas acerca de jóvenes;Temas acerca de participacion comunitaria,Social media,Facebook instagram aplicaciones,TV,Hartford,MEXICO,40-49,Parent,Yes,Yes,No,age30_49,Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,I don't use this format,A lot,A lot,Not at all,Some,Agree,Agree,Disagree
