Timestamp,Are you interested in news at the following geographical levels? Select all that apply.,Which of these topics interest you most? Select up to five.,Do any of these special stories interest you? Select all that apply.,"Are there any specific stories you would like to see more of in local news? For example, investigative articles, business profiles, opinion columns, cartoons, etc.",In which language do you prefer to get your news? [TV/Video],In which language do you prefer to get your news? [Radio/Audio/Podcast],In which language do you prefer to get your news? [Print/Text],How do you **most frequently** get your news?,"Which specific news sources do you most frequently use? Please list them here. For example, Hartford Courant, Record Journal, FOX news, CNN, NPR, Facebook, Patch, La Voz, Telemundo, etc.",How would you **prefer** to get your news?,"How much do you trust news that comes from... [National news organizations (such as CNN, Univision)]","How much do you trust news that comes from... [Local news organizations (such as the Record-Journal, Patch, the Hartford Courant, CT Mirror)]","How much do you trust news that comes from... [Social media (such as Facebook, Twitter, TikTok, YouTube, Instagram)]",How much do you trust news that comes from... [Family/friends/word of mouth],How much do you agree with the following statements? [I trust the sources of news I get about my community.],How much do you agree with the following statements? [The local news covers issues that are important to me.],"How much do you agree with the following statements? [The local news reflects my beliefs, values, and customs.]",What town do you live in?,Do you identify as Hispanic/Latino/Latinx?,Which country were you born in?,What is your age range?,What is your gender identity?,What language do you speak at home?,Do any of the following describe you?,"Do you have access to a laptop or computer at home, or an internet-enabled device like a smartphone or iPad?",Do you have internet access at home?,Are you registered to vote?,"If you'd like to receive a digital coupon to CTown Supermarket for completing the survey, please provide your email address below. The coupon is valid for $5 off of a purchase of $50 or more.","If you entered your email above, would you also like to receive the Record-Journal Latino Communities Reporting Lab email newsletter?",Are you interested in being contacted to participate in a focus group so we can better understand your answers to the questions in this survey?,Is there anything else you would like to let us know?
2022/11/17 5:41:27 PM EST,Local;State;International,"Sports;Politics;Music, arts, and culture;Education;Health;Local events;Travel and hospitality",Topics related to families with children;Topics related to teens;Topics related to young adults,Educational rights,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,CNN,Social media,Some,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,Yes,United States,50-59,Woman,NA,I am a student,Yes,Yes,No,REMOVED,Yes,Yes,NA
2022/11/17 5:43:42 PM EST,Local;State;Regional/New England/NYC Metro,"Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Travel and hospitality",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to young adults;Topics related to community engagement,NA,English,English,English,TV,"Record Journal, Hartford Courant, Facebook",Newspapers,A lot,Some,Some,Some,Neutral,Neutral,Disagree,Meriden,Yes,Brooklyn New York,50-59,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,REMOVED,Yes,No,NA
2022/11/17 5:44:11 PM EST,Local;State;Regional/New England/NYC Metro;National,"Sports;Music, arts, and culture;Health;Local events;Food",Topics related to families with children;Topics related to teens;Topics related to young adults,Cartoons,English,English,English,Social media,CNN,Social media,Some,Some,A lot,Some,Agree,Neutral,NA,Meriden,Yes,Meriden,Under 18,Woman,Both English and Spanish,I am a student,Yes,Yes,No,NOT PROVIDED,No,Yes,No
2022/11/17 5:48:11 PM EST,Local;State;Regional/New England/NYC Metro;National,"Sports;Politics;Music, arts, and culture;Education;Health;Local events;Food",NA,NA,English,English,English,TV,"Fox, record journal, facebook",TV,Some,A lot,Some,Some,Neutral,Agree,Neutral,Meriden,Yes,"Meriden, CT",30-39,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,Yes,No,NA
2022/11/17 5:51:46 PM EST,Local;State;National,"Sports;Politics;Finance, wealth, and financial literacy;Technology;Food",Topics related to families with children;Topics related to teens;Topics related to small business owners,NA,English,English,NA,News apps,Fox news,Social media,Some,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,Yes,Usa,40-49,Man,English,None of these,Yes,Yes,Yes,REMOVED,Yes,No,NA
2022/11/17 5:55:47 PM EST,National;International,"Sports;Music, arts, and culture;Education;Technology",Topics related to teens,Investigative articles,Both English and Spanish,I don't use this format,I don't use this format,Social media,Fox News,TV,A lot,Some,Not at all,Not at all,Agree,Neutral,Neutral,Meriden,Yes,Mex,Under 18,Man,Spanish,I am a student,Yes,Yes,No,REMOVED,No,No,Not at all
2022/11/17 5:57:17 PM EST,Local;National,"Sports;Music, arts, and culture;Local businesses;Travel and hospitality;Food",Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults,Cultural News,Spanish,Spanish,Spanish,TV,Telemundo,TV,Some,Some,A lot,A lot,Neutral,Neutral,Neutral,Meriden,Yes,Puerto Rico,Under 18,Woman,Spanish,I am a student,Yes,Yes,No,REMOVED,Yes,Yes,Not at this moment
2022/11/17 6:02:24 PM EST,Local;State;National;International,"Sports;Music, arts, and culture;Local businesses;Finance, wealth, and financial literacy;Real estate and homeownership",Topics related to families with children;Topics related to teens;Topics related to small business owners;Topics related to young adults,Business profiles,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,Fox News,Social media,Some,A lot,Some,A lot,Agree,Neutral,Agree,Meriden,Yes,United States,Under 18,Woman,Both English and Spanish,I am a student,Yes,Yes,No,REMOVED,Yes,No,No thank you
2022/11/17 6:07:39 PM EST,Local;State,"Music, arts, and culture;Education;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Opportunities for community engagement;Diversity and social justice;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,NA,English,English,English,Social media,Facebook,Social media,Some,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,Yes,United states,30-39,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,Yes,No,NA
2022/11/17 6:09:13 PM EST,State,"Sports;Music, arts, and culture;Food",Topics related to teens,N/A,English,English,English,Social media,N/A,TV,Not at all,Not at all,A lot,Some,Neutral,Neutral,Neutral,Meriden,Yes,Argentina,18-29,Man,English,None of these,Yes,Yes,Not sure,NOT PROVIDED,No,No,N/A
2022/11/17 6:11:02 PM EST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Music, arts, and culture;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Non that come to mind,English,English,English,"Friends, social circles, or word of mouth",Cnn,TV,Some,Some,Not at all,A lot,Agree,Neutral,Neutral,Meriden,Yes,U.S.A.,Under 18,Man,English,I am a student,Yes,Yes,No,REMOVED,Yes,No,No
2022/11/17 6:15:20 PM EST,Local;State;Regional/New England/NYC Metro;National;International,"Music, arts, and culture;Education;Health;Finance, wealth, and financial literacy;Real estate and homeownership;Diversity and social justice;Technology;Travel and hospitality",Topics related to families with children;Topics related to small business owners;Topics related to community engagement,NA,English,English,English,Text message,NA,Social media,Some,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,No,United States,30-39,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,No,REMOVED,No,No,NA
2022/11/17 6:17:29 PM EST,Local;Regional/New England/NYC Metro,"Politics;Music, arts, and culture;Health;Local events;Travel and hospitality",Topics related to small business owners;Topics related to community engagement,Maybe more about local business and what they do?,English,English,English,Social media,Fox,TV,Some,A lot,Not at all,Not at all,Neutral,Agree,Agree,Meriden,Prefer not to say,United States,Under 18,Woman,English,I am a student,Yes,Yes,No,REMOVED,Yes,No,Nothing
2022/11/17 6:22:16 PM EST,Local,"Music, arts, and culture;Education;Diversity and social justice;Food",Topics related to families with children;Topics related to teens,Na,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Record journal,Text message,A lot,A lot,Some,Some,Neutral,Agree,Agree,Meriden,Yes,Us,Under 18,Man,Spanish,I am a student,Yes,Yes,No,REMOVED,Yes,Yes,Na
2022/11/17 6:22:49 PM EST,Local;State,"Sports;Music, arts, and culture;Local businesses;Health;Local events",Topics related to families with children,NA,English,English,English,TV,NA,TV,Some,A lot,Not at all,Not at all,Neutral,Neutral,Neutral,Meriden,Yes,USA,30-39,Man,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,No,No,NA
2022/11/17 6:23:03 PM EST,Local,"Sports;Music, arts, and culture;Technology",Topics related to teens,No,English,English,English,TV,Fix news,TV,A lot,A lot,Some,Some,Agree,Agree,Agree,Meriden,No,Meriden,Under 18,Man,English,I am a student,Yes,Yes,No,NOT PROVIDED,No,No,No
2022/11/17 6:34:04 PM EST,Local,"Music, arts, and culture;Real estate and homeownership",Topics related to seniors,Articles,English,NA,NA,TV,Record journal,TV,Some,A lot,Some,Some,Neutral,Agree,NA,Meriden,Yes,New york,70 or older,Woman,Both English and Spanish,I am a parent of a child under 18 years old,NA,Yes,Yes,NOT PROVIDED,No,Yes,No
2022/11/17 6:34:15 PM EST,Local;State;National,Sports;Politics;Education;Real estate and homeownership,Topics related to families with children;Topics related to small business owners;Topics related to young adults,NA,English,English,I don't use this format,Social media,"Patch, record journal",Social media,Some,Some,Some,Some,Neutral,Agree,Neutral,Meriden,No,New Britain,18-29,Man,English,I am a student,Yes,Yes,Yes,NOT PROVIDED,NA,NA,NA
2022/11/17 6:47:11 PM EST,State,"Sports;Music, arts, and culture;Local businesses;Education;Health;Technology",Topics related to families with children;Topics related to small business owners,NA,English,English,English,Social media,NA,Social media,Some,A lot,A lot,A lot,Neutral,Neutral,Agree,Meriden,Yes,America,Under 18,Man,English,I am a student,Yes,Yes,No,NOT PROVIDED,No,No,NA
2022/11/17 6:57:03 PM EST,Local,"Music, arts, and culture;Education;Health;Real estate and homeownership;Opportunities for community engagement",Topics related to families with children;Topics related to teens;Topics related to young adults;Topics related to community engagement,News,Spanish,NA,NA,TV,Hartford,TV,Some,A lot,Some,Not at all,Agree,Agree,Agree,NA,Yes,Ecuador,40-49,Woman,English,None of these,Yes,Yes,Yes,NOT PROVIDED,Yes,No,NA
2022/11/18 1:13:32 PM EST,Local;State;Regional/New England/NYC Metro;National;International,Education;Health;Local events,Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Business profiles,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Univision,TV,Some,Some,Not at all,Not at all,Neutral,Neutral,Disagree,Meriden,Yes,USA,18-29,Man,Both English and Spanish,I am a student,Yes,Yes,Yes,NOT PROVIDED,No,No,NA
2022/11/18 1:14:28 PM EST,Local;State,Sports;Politics;Environmental issues & climate change;Technology;Travel and hospitality;Food,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Cartoons,English,English,English,TV,Eyewitness,TV,A lot,A lot,Some,Some,Agree,Agree,Agree,Wallingford,No,USA,40-49,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,No,No,No
2022/11/18 1:22:50 PM EST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Music, arts, and culture;Local businesses;Education;Health",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Cartoons,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Fox,TV,A lot,A lot,Some,A lot,Agree,Agree,Agree,Meriden,Yes,Puerto Rico,50-59,Man,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,No,No,NA
2022/11/18 1:30:19 PM EST,Local;State,Local businesses;Education;Health;Local events,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Opinion columns,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,Facebook,Social media,A lot,A lot,Some,Some,Agree,Neutral,Agree,Meriden,Yes,USA,18-29,Man,Both English and Spanish,I am a student,Yes,Yes,Yes,NOT PROVIDED,No,No,NA
2022/11/19 10:14:59 AM EST,Local;State;Regional/New England/NYC Metro;National;International,Education;Health;Local events,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Opinion columns,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,CNN,TV,A lot,A lot,Some,Some,Agree,Neutral,Neutral,Meriden,Yes,USA,50-59,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,No,No,NA
2022/11/19 10:48:53 AM EST,Local,"Sports;Politics;Music, arts, and culture",Topics related to families with children;Topics related to teens,Sports,English,English,English,TV,Record journal,Social media,Some,Some,A lot,Some,Neutral,Neutral,Neutral,Meriden,Yes,United States,18-29,Woman,Both English and Spanish,I am a student,Yes,Yes,Yes,NOT PROVIDED,No,No,NA
2022/11/19 11:06:40 AM EST,Local;State;Regional/New England/NYC Metro;National,"Sports;Politics;Health;Local events;Finance, wealth, and financial literacy;Real estate and homeownership;Diversity and social justice;Travel and hospitality",Topics related to families with children,NA,English,English,English,Social media,"CNN, Facebook channel 8 news or channel 3 CT",TV,A lot,A lot,Not at all,Some,Agree,Agree,Neutral,Meriden,Yes,USA,40-49,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,Yes,No,NA
2022/11/20 5:05:48 PM EST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Politics;Local businesses;Local events;Community resources (for example: assistance programs, small business resources, non-profits)",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,NA,Both English and Spanish,English,Both English and Spanish,Radio,"NPR, msnbc",Radio,Some,Some,Some,Some,Neutral,Neutral,Neutral,NA,Yes,Us,50-59,Man,English,I am a parent of a child under 18 years old;I am a small business owner,Yes,Yes,Yes,NOT PROVIDED,NA,NA,NA
2022/11/22 5:12:10 PM EST,Local;State;National,"Music, arts, and culture;Local businesses;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Travel and hospitality;Food",Topics related to seniors;Topics related to community engagement,I would like to read more positive news instead of negative,English,I don't use this format,I don't use this format,TV,"NBC, Facebook",Social media,A lot,Some,Some,Some,Agree,Agree,Neutral,Manchester,No,US,60-69,Man,English,None of these,Yes,Yes,Yes,REMOVED,No,No,NA
2022/11/22 6:07:47 PM EST,Local;State;National,"Sports;Politics;Music, arts, and culture;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Diversity and social justice;Environmental issues & climate change;Travel and hospitality;Food",None of these,Opinion columns,English,English,English,Social media,"Facebook, Instagram",Social media,Some,Some,A lot,Not at all,Neutral,Neutral,Neutral,Berlin,No,Cambodia,40-49,Non-binary/Gender non-conforming,English,I am a small business owner,Yes,Yes,Prefer not to say,NOT PROVIDED,No,No,NA
2022/11/23 5:18:11 PM EST,Local;State;Regional/New England/NYC Metro;National,"Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to seniors;Topics related to small business owners;Topics related to community engagement,I would like truthful and honest news,Other,Other,Other,TV,"NBC, CNN",Social media,A lot,A lot,Some,Some,Neutral,Agree,Neutral,Berlin,Prefer not to say,Italy,50-59,Man,Italian,I am a small business owner,Yes,Yes,Yes,REMOVED,Yes,Yes,The interviewer was very kindly and friendly
2022/11/23 5:26:41 PM EST,Local;National;International,"Sports;Local businesses;Finance, wealth, and financial literacy",Topics related to families with children;Topics related to small business owners,NA,Other,Other,Other,Newspapers,"Hartford Courant, New York Times",Newspapers,Not at all,A lot,Not at all,Not at all,Agree,Agree,Disagree,New Britain,No,Poland,50-59,Man,English and Polish,None of these,Yes,Yes,Yes,REMOVED,No,Yes,NA
2022/11/23 5:33:13 PM EST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Music, arts, and culture;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to teens;Topics related to seniors;Topics related to young adults;Topics related to community engagement,NA,Both English and Spanish,Both English and Spanish,Both English and Spanish,News apps,"AOL, Facebook",News apps,A lot,A lot,A lot,A lot,Agree,Agree,Agree,New Britain,No,US,60-69,Man,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,No,No,NA
2022/11/29 11:14:22 AM EST,NA,Sports,None of these,Portuguese music,Other,Other,Other,TV,Portuguese channels,TV,Not at all,Some,Some,A lot,Neutral,Neutral,Neutral,Wallingford,No,Portugal,60-69,Man,Portuguese,None of these,Yes,Yes,No,NOT PROVIDED,No,No,Nothing
2022/11/29 11:34:06 AM EST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Music, arts, and culture;Local businesses;Education;Health",Topics related to families with children;Topics related to teens;Topics related to small business owners;Topics related to community engagement,NA,English,English,English,Social media,NA,Social media,NA,NA,A lot,NA,Neutral,Neutral,Neutral,Meriden,Yes,Mexico,30-39,Man,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,No,NOT PROVIDED,Yes,Yes,NA
2022/11/29 11:42:08 AM EST,Local,"Sports;Music, arts, and culture;Education;Health",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,NA,English,English,English,Social media,Facebook,Social media,A lot,A lot,A lot,Some,Agree,Agree,Agree,West Hartford,No,America,18-29,Woman,Portuguese,None of these,Yes,Yes,Yes,REMOVED,Yes,Yes,NA
2022/11/29 11:58:26 AM EST,Local,"Sports;Health;Finance, wealth, and financial literacy",Topics related to families with children;Topics related to teens,Investigative articles,English,English,English,Social media,Fox news,TV,Some,A lot,Not at all,Not at all,Agree,Agree,Agree,Milford,Yes,Mexico,40-49,Man,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,No,No,Keep it up with the articles
2022/11/29 12:02:26 PM EST,NA,Sports,Topics related to families with children,Opinion columns,English,English,English,TV,Fox and Record Jorunal,TV,Some,Some,Some,Some,Neutral,Agree,Neutral,Bristol,Yes,USA,18-29,Man,English,I am a parent of a child under 18 years old,Yes,Yes,No,NOT PROVIDED,No,No,Awesome survey
2022/11/29 12:06:04 PM EST,Local,Sports,Topics related to families with children,Investigative articles,English,English,English,News apps,Smart news,TV,Some,Some,Not at all,Some,Agree,Agree,Agree,Rocky Hill,No,USA,30-39,Man,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,No,No,No comments
2022/11/29 12:14:55 PM EST,NA,"Sports;Music, arts, and culture;Community resources (for example: assistance programs, small business resources, non-profits);Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,None,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,Facebook,Social media,Some,A lot,Not at all,Some,Neutral,Neutral,Neutral,Meriden,Yes,USA,18-29,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,No,No,No comments
2022/11/29 12:24:38 PM EST,Local;State;Regional/New England/NYC Metro;National,"Sports;Music, arts, and culture;Local businesses;Education;Health;Local events;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to small business owners;Topics related to young adults,Job opportunities,English,English,English,News apps,CNN,News apps,A lot,Some,Some,Some,Neutral,Agree,Neutral,Naugatuck,No,USA,30-39,Man,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,No,No,Keep supporting the community.
2022/11/29 12:34:32 PM EST,International,Sports;Politics;Food,Topics related to seniors;Topics related to community engagement,"Investigative articles and good news, positive news",English,English,English,TV,NPR and Fox,TV,Not at all,A lot,Not at all,Not at all,Agree,Neutral,Disagree,Meriden,Yes,USA,60-69,Man,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,No,No,"No comments, I like the free news that I get"
2022/11/29 12:43:06 PM EST,Local;State;National,"Music, arts, and culture;Local businesses;Education;Health;Local events",Topics related to families with children;Topics related to teens;Topics related to young adults;Topics related to community engagement,Spanish community leaders in the local area,English,English,Both English and Spanish,Social media,"Facebook, instagram",Social media,Some,A lot,Some,Some,Neutral,Neutral,Neutral,Meriden,Yes,USA,30-39,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,Yes,No,NA
2022/11/29 12:49:03 PM EST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits)",Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,No,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Fox,TV,A lot,A lot,Some,Some,Agree,Neutral,Neutral,Meriden,Yes,USA,30-39,Man,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,No,No,No
2022/11/29 6:21:53 PM EST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Diversity and social justice",Topics related to families with children;Topics related to teens;Topics related to seniors,Finánciales,English,Both English and Spanish,English,Radio,Wmpr radio,Radio,Some,Some,Not at all,Not at all,Agree,Agree,Neutral,Wallingford,Yes,Mexico,30-39,Man,English,I am a parent of a child under 18 years old,Yes,Yes,No,NOT PROVIDED,No,No,No
2022/11/29 7:17:36 PM EST,State;National,"Sports;Music, arts, and culture;Education;Health;Food",Topics related to families with children,NA,English,English,English,Newspapers,Radio,Radio,Some,A lot,Some,Some,Neutral,Neutral,Neutral,Middletown,Yes,Mexico,30-39,Man,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,No,No,NA
2022/11/29 7:26:05 PM EST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Music, arts, and culture;Local businesses;Environmental issues & climate change;Technology;Travel and hospitality",Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,NA,English,English,Both English and Spanish,Social media,NA,Social media,Not at all,Some,Some,Some,Neutral,Agree,Neutral,Wallingford,No,Usa,18-29,Man,English,None of these,NA,Yes,Yes,NOT PROVIDED,No,No,NA
2022/12/01 5:09:45 PM EST,Local;State;National;International,"Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits)",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to young adults,Investigative articles,English,English,English,Social media,Facebook Twitter Instagram,Social media,Some,Some,A lot,NA,Neutral,Disagree,Disagree,Meriden,No,Jamaica,50-59,Man,English,I am a parent of a child under 18 years old,Yes,Yes,Prefer not to say,NOT PROVIDED,No,No,NA
2022/12/01 5:26:31 PM EST,Local;State;National,"Music, arts, and culture;Health;Travel and hospitality;Food",Topics related to seniors,Honest news,Both English and Spanish,Both English and Spanish,Both English and Spanish,News apps,Facebook and nbc,TV,Some,A lot,Some,Some,Neutral,Neutral,Neutral,Hartford,No,Usa,60-69,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,No,No,NA
2022/12/02 11:23:46 AM EST,Local;State,Travel and hospitality;Food,Topics related to small business owners;Topics related to community engagement,Business profiles,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Fox,TV,A lot,A lot,Some,Some,Agree,Neutral,Neutral,Wallingford,Yes,PR,30-39,Woman,Both English and Spanish,I am a small business owner,Yes,Yes,Yes,NOT PROVIDED,No,No,Great survey
2022/12/02 12:49:36 PM EST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,All of them,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Fox news,TV,A lot,Some,Some,Some,Agree,Neutral,Disagree,Meriden,Yes,USA,18-29,Woman,Both English and Spanish,I am a student,Yes,Yes,Yes,NOT PROVIDED,No,No,Keep it up
2022/12/02 12:51:27 PM EST,Local;State;Regional/New England/NYC Metro;National;International,Local businesses;Education;Health,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Opinion columns,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,Facebook,Social media,A lot,A lot,Some,Some,Neutral,Neutral,Neutral,Meriden,Yes,USA,40-49,Woman,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,No,No,NA
2022/12/02 12:58:53 PM EST,Local;State;Regional/New England/NYC Metro;National;International,"Education;Local events;Community resources (for example: assistance programs, small business resources, non-profits)",Topics related to families with children;Topics related to teens;Topics related to young adults,None,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,Facebook,Social media,A lot,A lot,Some,Some,Agree,Agree,Agree,Meriden,Yes,Puerto Rico,30-39,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,No,No,NA
2022/12/02 1:49:07 PM EST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Politics;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Business profiles,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Fox,TV,A lot,A lot,Some,Some,Agree,Neutral,Neutral,Meriden,Yes,USA,40-49,Man,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,No,No,No comments
2022/12/02 1:51:46 PM EST,Local;State;Regional/New England/NYC Metro;National;International,Sports;Politics;Education;Health,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Business profiles,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Fox,Social media,A lot,A lot,Some,Some,Agree,Agree,Disagree,Meriden,Yes,USA,60-69,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,No,No,Good survey
2022/12/02 4:35:07 PM EST,Local;State;Regional/New England/NYC Metro;National;International,"Music, arts, and culture;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement;Diversity and social justice;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to young adults,Cartoons,English,I don't use this format,English,TV,"CNN, NPR, NBC",TV,A lot,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,Yes,Puerto Rico,40-49,Woman,English,None of these,Yes,Yes,Prefer not to say,NOT PROVIDED,No,No,NA
2022/12/02 4:51:06 PM EST,Local;National;International,"Music, arts, and culture;Education;Health;Local events;Opportunities for community engagement",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to young adults,Investigative articles,Other,Other,Other,Social media,Instagram Twitter,Social media,Some,Some,A lot,Not at all,Neutral,Neutral,Neutral,New Haven,Prefer not to say,US (Italy),50-59,Woman,Italian and English,None of these,Yes,Yes,Yes,NOT PROVIDED,No,No,NA
2022/12/03 10:05:46 AM EST,Local;National;International,"Politics;Local businesses;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership",Topics related to small business owners;Topics related to community engagement,Opinion columns,English,English,English,Social media,"Google news, Apple news",Social media,Some,Some,A lot,Some,Disagree,Disagree,Disagree,Meriden,No,India,18-29,Man,Indi,I am a small business owner,Yes,Yes,No,NOT PROVIDED,No,No,NA
2022/12/03 10:06:10 AM EST,Local;State;Regional/New England/NYC Metro;National;International,Sports;Politics;Education;Health,Topics related to teens;Topics related to young adults;Topics related to community engagement,Opinion columns,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,Facebook,Social media,A lot,A lot,Some,Some,Agree,Neutral,Neutral,Meriden,Yes,USA,40-49,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,No,No,No
